Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label
2018/3/28,2018,3,28,2,12,12??-18,144.45,144.82,141.36,142.16,1236200,137.35,-0.013531095,146.4207143,148.8618,green
2018/3/29,2018,3,29,3,12,12??-18,140.66,145.36,140.26,144.3,1461000,139.42,0.015053128,145.3307143,148.5086,green
2018/4/2,2018,4,2,0,13,2018-13,144.02,144.86,140.61,142.1,2028000,137.3,-0.015245889,144.0192857,148.1506,green
2018/4/3,2018,4,3,1,13,2018-13,141.97,144.24,141.4,143.64,1079000,138.78,0.010837336,142.8642857,147.815,green
2018/4/4,2018,4,4,2,13,2018-13,141.12,145.3,140,145.02,1132800,140.12,0.009607165,142.0007143,147.5304,green
2018/4/5,2018,4,5,3,13,2018-13,146,147.83,145.33,146.71,988100,141.75,0.011653794,141.3821429,147.305,green
2018/4/6,2018,4,6,4,13,2018-13,145.39,146.52,142.34,143.18,1188600,138.34,-0.024061088,140.6135714,146.98,green
2018/4/9,2018,4,9,0,14,2018-14,144.05,145.94,142.81,143.95,1231700,139.08,0.005377906,140.225,146.6222,green
2018/4/10,2018,4,10,1,14,2018-14,146.15,148.19,145.09,146.69,1089400,141.73,0.019034276,139.9814286,146.2724,green
2018/4/11,2018,4,11,2,14,2018-14,145.24,145.67,144.1,144.6,890700,139.71,-0.014247524,139.4907143,145.9372,green
2018/4/12,2018,4,12,3,14,2018-14,145.41,147.67,144.79,146.92,1001200,141.95,0.016044086,139.5478571,145.6872,green
2018/4/13,2018,4,13,4,14,2018-14,147.35,147.76,145.81,146.53,716500,141.58,-0.002654417,139.8228571,145.415,green
2018/4/16,2018,4,16,0,15,2018-15,148,151.2,147.01,151.2,2211500,146.09,0.031870524,140.1742857,145.265,green
2018/4/17,2018,4,17,1,15,2018-15,151.95,155.16,150.71,154.92,2268500,149.68,0.024603105,140.92,145.2786,green
2018/4/18,2018,4,18,2,15,2018-15,154.81,154.94,153.04,153.25,971000,148.07,-0.010779603,141.6857143,145.351,green
2018/4/19,2018,4,19,3,15,2018-15,152.85,152.85,150.42,151.56,839000,146.44,-0.011027842,142.1871429,145.2948,green
2018/4/20,2018,4,20,4,15,2018-15,151.26,151.36,149.65,150.68,974700,145.59,-0.005806212,142.7792857,145.3236,green
2018/4/23,2018,4,23,0,16,2018-16,149.54,150.73,149.09,150.36,865900,145.28,-0.002123871,143.2435714,145.4602,green
2018/4/24,2018,4,24,1,16,2018-16,150.67,151.24,144.9,146.78,1221000,141.82,-0.023809436,143.365,145.4236,green
2018/4/25,2018,4,25,2,16,2018-16,152.44,153.17,148.58,149.75,2062400,144.69,0.020234406,143.575,145.3624,green
2018/4/26,2018,4,26,3,16,2018-16,151.44,156.68,150.08,155.99,3037100,150.72,0.041669527,144.4592857,145.4202,green
2018/4/27,2018,4,27,4,16,2018-16,156,156.22,151.78,153.23,1734000,148.05,-0.0176934,145.1,145.4008,green
2018/4/30,2018,4,30,0,17,2018-17,153.85,153.85,151.95,152.52,1411300,147.36,-0.004633634,145.5021429,145.3536,red
2018/5/1,2018,5,1,1,17,2018-17,152.05,153.38,151.06,153.3,985100,148.12,0.005114119,146.1028571,145.3638,red
2018/5/2,2018,5,2,2,17,2018-17,153.89,154.02,150.79,151.24,1591800,146.13,-0.01343777,146.4014286,145.3344,red
2018/5/3,2018,5,3,3,17,2018-17,151.32,154.22,150.46,152.84,1537900,147.67,0.010579199,146.8364286,145.3522,red
2018/5/4,2018,5,4,4,17,2018-17,151.62,155.21,151.33,154.57,1066500,149.34,0.011318951,147.0685714,145.3856,red
2018/5/7,2018,5,7,0,18,2018-18,155.85,157.05,154.65,155.26,897100,150.01,0.004464115,147.0921429,145.3948,green
2018/5/8,2018,5,8,1,18,2018-18,154.45,155,153.32,154,1041200,148.79,-0.008115389,147.1435714,145.3756,green
2018/5/9,2018,5,9,2,18,2018-18,154.98,156.29,153.24,155.51,1365000,150.25,0.009805265,147.4157143,145.4208,green
2018/5/10,2018,5,10,3,18,2018-18,156.1,157.99,155.88,157.05,1250200,151.74,0.009902806,147.855,145.5774,green
2018/5/11,2018,5,11,4,18,2018-18,156.93,158.99,156.52,157.63,1166100,152.3,0.003692926,148.3564286,145.7804,green
2018/5/14,2018,5,14,0,19,2018-19,158.25,158.78,157.39,158.45,1150300,153.09,0.00520221,149.1614286,145.9702,green
2018/5/15,2018,5,15,1,19,2018-19,157.93,158.65,157.13,158.58,1344600,153.22,0.000820387,149.7707143,146.099,green
2018/5/16,2018,5,16,2,19,2018-19,158.46,159.81,158.13,159,1273400,153.62,0.002648562,149.9778571,146.2024,green
2018/5/17,2018,5,17,3,19,2018-19,159.01,160.17,158.52,159.86,1520500,154.45,0.005408878,150.435,146.2942,green
2018/5/18,2018,5,18,4,19,2018-19,159.27,160.36,159.14,159.54,1882500,154.15,-0.002001808,150.92,146.3264,green
2018/5/21,2018,5,21,0,20,2018-20,160.55,161.26,160,160.47,746800,155.04,0.005829292,151.4142857,146.3336,green
2018/5/22,2018,5,22,1,20,2018-20,160.72,161.69,159.07,159.21,1044300,153.83,-0.007852004,151.9642857,146.297,green
2018/5/23,2018,5,23,2,20,2018-20,158.26,158.97,157.1,158.67,1375900,153.3,-0.003391763,152.3664286,146.264,green
2018/5/24,2018,5,24,3,20,2018-20,159.18,159.27,156.75,157.5,1282400,152.17,-0.007373746,152.5685714,146.2632,green
2018/5/25,2018,5,25,4,20,2018-20,156.87,157.45,155.55,157.07,1094600,151.76,-0.002730196,152.6935714,146.2902,green
2018/5/29,2018,5,29,1,21,2018-21,155.92,156.55,153.25,153.31,1318000,148.13,-0.023938524,152.6464286,146.2708,green
2018/5/30,2018,5,30,2,21,2018-21,154.47,156.66,154.08,156.49,1223300,151.2,0.020742513,152.7142857,146.4044,green
2018/5/31,2018,5,31,3,21,2018-21,156.81,157.15,155.46,156.26,2504700,150.98,-0.001469781,152.66,146.5212,green
2018/6/1,2018,6,1,4,21,2018-21,157.6,158.53,156.61,157.8,1025200,152.46,0.009855378,152.6714286,146.6388,green
2018/6/4,2018,6,4,0,22,2018-22,158.5,158.92,157.27,157.53,641200,152.2,-0.001710985,152.6078571,146.8598,green
